# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# Sun Jan 21 03:16:11 2018
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
2,FS,35598,0:49.139.010,108.250 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35599,0:49.139.010,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35600,0:49.139.010,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35601,0:49.139.010,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35602,0:49.139.013,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35603,0:49.139.059,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35604,0:49.139.068,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35605,0:49.139.071,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35606,0:49.139.117,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35607,0:49.139.126,108.250 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35608,0:49.139.126,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35609,0:49.139.126,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35610,0:49.139.126,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35611,0:49.139.130,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35612,0:49.139.176,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35613,0:49.139.184,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35614,0:49.139.188,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35615,0:49.139.234,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35616,0:49.139.245,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35617,0:49.139.245,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35618,0:49.139.245,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35619,0:49.139.245,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35620,0:49.139.248,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35621,0:49.139.294,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35622,0:49.139.303,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35623,0:49.139.306,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35624,0:49.139.352,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35625,0:49.139.361,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35626,0:49.139.361,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35627,0:49.139.361,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35628,0:49.139.361,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35629,0:49.139.364,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35630,0:49.139.410,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35631,0:49.139.419,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35632,0:49.139.422,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35633,0:49.139.468,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35634,0:49.139.477,108.083 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35635,0:49.139.477,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35636,0:49.139.477,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35637,0:49.139.477,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35638,0:49.139.480,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35639,0:49.139.526,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35640,0:49.139.535,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35641,0:49.139.538,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35642,0:49.139.584,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35643,0:49.139.593,176.000 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35644,0:49.139.593,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35645,0:49.139.593,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35646,0:49.139.593,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35647,0:49.139.596,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35648,0:49.139.642,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35649,0:49.139.719,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35650,0:49.139.722,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35651,0:49.139.768,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35652,0:49.139.777,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35653,0:49.139.777,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35654,0:49.139.777,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35655,0:49.139.777,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35656,0:49.139.780,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35657,0:49.139.826,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35658,0:49.139.835,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35659,0:49.139.838,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35660,0:49.139.884,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35661,0:49.139.893,108.083 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35662,0:49.139.893,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35663,0:49.139.893,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35664,0:49.139.893,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35665,0:49.139.896,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35666,0:49.139.942,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35667,0:49.139.951,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35668,0:49.139.954,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35669,0:49.140.000,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35670,0:49.140.009,108.250 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35671,0:49.140.009,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35672,0:49.140.009,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35673,0:49.140.009,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35674,0:49.140.012,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35675,0:49.140.058,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35676,0:49.140.067,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35677,0:49.140.071,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35678,0:49.140.117,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35679,0:49.140.125,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35680,0:49.140.125,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35681,0:49.140.125,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35682,0:49.140.125,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35683,0:49.140.129,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35684,0:49.140.175,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35685,0:49.140.183,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35686,0:49.140.187,44.933 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35687,0:49.140.233,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35688,0:49.140.241,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35689,0:49.140.241,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35690,0:49.140.241,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35691,0:49.140.241,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35692,0:49.140.245,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35693,0:49.140.291,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35694,0:49.140.300,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35695,0:49.140.303,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35696,0:49.140.349,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35697,0:49.140.358,108.000 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35698,0:49.140.358,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35699,0:49.140.358,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35700,0:49.140.358,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35701,0:49.140.361,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35702,0:49.140.407,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35703,0:49.140.415,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35704,0:49.140.419,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35705,0:49.140.465,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35706,0:49.140.474,108.250 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35707,0:49.140.474,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35708,0:49.140.474,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35709,0:49.140.474,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35710,0:49.140.477,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35711,0:49.140.523,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35712,0:49.140.532,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35713,0:49.140.535,44.933 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35714,0:49.140.581,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35715,0:49.140.590,179.583 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35716,0:49.140.590,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35717,0:49.140.590,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35718,0:49.140.590,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35719,0:49.140.593,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35720,0:49.140.639,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35721,0:49.140.719,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35722,0:49.140.722,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35723,0:49.140.769,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35724,0:49.140.777,108.083 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35725,0:49.140.777,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35726,0:49.140.777,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35727,0:49.140.777,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35728,0:49.140.780,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35729,0:49.140.826,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35730,0:49.140.835,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35731,0:49.140.838,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35732,0:49.140.884,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35733,0:49.140.893,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35734,0:49.140.893,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35735,0:49.140.893,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35736,0:49.140.893,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35737,0:49.140.896,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35738,0:49.140.942,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35739,0:49.140.951,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35740,0:49.140.954,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35741,0:49.141.000,833 ns,1 B,,02,02,         ACK packet,D2
2,FS,35742,0:49.141.009,108.000 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35743,0:49.141.009,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35744,0:49.141.009,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35745,0:49.141.009,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35746,0:49.141.013,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35747,0:49.141.059,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35748,0:49.141.067,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35749,0:49.141.071,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35750,0:49.141.117,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35751,0:49.141.125,108.000 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35752,0:49.141.125,50.000 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35753,0:49.141.125,50.000 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35754,0:49.141.125,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35755,0:49.141.129,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35756,0:49.141.175,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35757,0:49.141.183,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35758,0:49.141.187,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35759,0:49.141.233,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35760,0:49.141.241,108.000 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35761,0:49.141.241,50.000 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35762,0:49.141.241,50.000 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35763,0:49.141.241,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35764,0:49.141.245,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35765,0:49.141.291,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35766,0:49.141.299,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35767,0:49.141.303,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35768,0:49.141.349,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35769,0:49.141.357,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35770,0:49.141.357,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35771,0:49.141.357,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35772,0:49.141.357,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35773,0:49.141.361,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35774,0:49.141.407,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35775,0:49.141.415,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35776,0:49.141.419,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35777,0:49.141.465,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35778,0:49.141.474,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35779,0:49.141.474,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35780,0:49.141.474,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35781,0:49.141.474,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35782,0:49.141.477,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35783,0:49.141.523,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35784,0:49.141.532,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35785,0:49.141.535,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35786,0:49.141.581,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35787,0:49.141.590,179.583 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35788,0:49.141.590,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35789,0:49.141.590,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35790,0:49.141.590,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35791,0:49.141.593,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35792,0:49.141.639,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35793,0:49.141.719,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35794,0:49.141.723,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35795,0:49.141.769,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35796,0:49.141.777,108.083 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35797,0:49.141.777,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35798,0:49.141.777,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35799,0:49.141.777,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35800,0:49.141.781,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35801,0:49.141.827,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35802,0:49.141.835,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35803,0:49.141.839,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35804,0:49.141.885,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35805,0:49.141.893,108.083 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35806,0:49.141.893,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35807,0:49.141.893,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35808,0:49.141.893,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35809,0:49.141.897,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35810,0:49.141.943,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35811,0:49.141.951,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
