# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# Sun Jan 21 03:16:11 2018
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
3,FS,35383,0:49.136.011,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35384,0:49.136.011,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35385,0:49.136.011,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35386,0:49.136.014,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35387,0:49.136.060,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35388,0:49.136.069,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35389,0:49.136.073,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35390,0:49.136.119,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35391,0:49.136.127,110.416 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35392,0:49.136.127,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35393,0:49.136.127,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35394,0:49.136.127,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35395,0:49.136.131,44.933 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35396,0:49.136.177,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35397,0:49.136.188,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35398,0:49.136.191,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35399,0:49.136.237,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35400,0:49.136.248,108.250 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35401,0:49.136.248,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35402,0:49.136.248,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35403,0:49.136.248,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35404,0:49.136.252,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35405,0:49.136.298,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35406,0:49.136.307,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35407,0:49.136.310,44.933 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35408,0:49.136.356,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35409,0:49.136.365,108.500 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35410,0:49.136.365,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35411,0:49.136.365,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35412,0:49.136.365,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35413,0:49.136.368,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35414,0:49.136.414,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35415,0:49.136.423,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35416,0:49.136.426,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35417,0:49.136.472,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35418,0:49.136.481,108.333 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35419,0:49.136.481,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35420,0:49.136.481,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35421,0:49.136.481,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35422,0:49.136.485,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35423,0:49.136.531,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35424,0:49.136.539,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35425,0:49.136.543,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35426,0:49.136.589,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35427,0:49.136.598,171.333 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35428,0:49.136.598,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35429,0:49.136.598,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35430,0:49.136.598,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35431,0:49.136.601,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35432,0:49.136.647,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35433,0:49.136.719,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35434,0:49.136.722,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35435,0:49.136.768,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35436,0:49.136.777,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35437,0:49.136.777,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35438,0:49.136.777,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35439,0:49.136.777,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35440,0:49.136.780,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35441,0:49.136.826,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35442,0:49.136.835,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35443,0:49.136.838,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35444,0:49.136.884,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35445,0:49.136.893,109.916 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35446,0:49.136.893,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35447,0:49.136.893,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35448,0:49.136.893,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35449,0:49.136.896,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35450,0:49.136.942,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35451,0:49.136.953,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35452,0:49.136.956,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35453,0:49.137.002,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35454,0:49.137.013,108.833 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35455,0:49.137.013,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35456,0:49.137.013,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35457,0:49.137.013,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35458,0:49.137.016,44.933 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35459,0:49.137.062,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35460,0:49.137.071,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35461,0:49.137.075,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35462,0:49.137.121,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35463,0:49.137.129,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35464,0:49.137.129,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35465,0:49.137.129,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35466,0:49.137.129,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35467,0:49.137.133,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35468,0:49.137.179,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35469,0:49.137.188,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35470,0:49.137.191,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35471,0:49.137.237,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35472,0:49.137.245,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35473,0:49.137.245,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35474,0:49.137.245,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35475,0:49.137.245,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35476,0:49.137.249,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35477,0:49.137.295,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35478,0:49.137.303,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35479,0:49.137.307,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35480,0:49.137.353,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35481,0:49.137.362,108.250 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35482,0:49.137.362,50.166 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35483,0:49.137.362,50.166 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35484,0:49.137.362,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35485,0:49.137.365,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35486,0:49.137.411,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35487,0:49.137.420,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35488,0:49.137.423,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35489,0:49.137.469,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35490,0:49.137.478,108.250 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35491,0:49.137.478,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35492,0:49.137.478,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35493,0:49.137.478,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35494,0:49.137.481,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35495,0:49.137.527,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35496,0:49.137.536,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35497,0:49.137.539,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35498,0:49.137.585,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35499,0:49.137.594,174.666 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35500,0:49.137.594,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35501,0:49.137.594,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35502,0:49.137.594,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35503,0:49.137.598,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35504,0:49.137.644,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35505,0:49.137.719,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35506,0:49.137.722,44.933 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35507,0:49.137.768,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35508,0:49.137.777,108.000 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35509,0:49.137.777,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35510,0:49.137.777,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35511,0:49.137.777,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35512,0:49.137.780,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35513,0:49.137.826,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35514,0:49.137.835,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35515,0:49.137.838,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35516,0:49.137.884,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35517,0:49.137.893,108.083 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35518,0:49.137.893,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35519,0:49.137.893,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35520,0:49.137.893,2.166 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35521,0:49.137.896,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35522,0:49.137.942,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35523,0:49.137.951,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35524,0:49.137.954,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35525,0:49.138.000,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35526,0:49.138.009,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35527,0:49.138.009,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35528,0:49.138.009,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35529,0:49.138.009,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35530,0:49.138.012,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35531,0:49.138.058,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35532,0:49.138.067,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35533,0:49.138.070,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35534,0:49.138.116,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35535,0:49.138.125,108.083 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35536,0:49.138.125,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35537,0:49.138.125,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35538,0:49.138.125,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35539,0:49.138.128,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35540,0:49.138.174,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35541,0:49.138.183,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35542,0:49.138.186,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35543,0:49.138.232,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35544,0:49.138.242,108.000 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35545,0:49.138.242,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35546,0:49.138.242,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35547,0:49.138.242,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35548,0:49.138.245,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35549,0:49.138.291,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35550,0:49.138.300,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35551,0:49.138.303,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35552,0:49.138.349,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35553,0:49.138.358,108.083 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35554,0:49.138.358,50.000 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35555,0:49.138.358,50.000 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35556,0:49.138.358,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35557,0:49.138.361,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35558,0:49.138.407,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35559,0:49.138.416,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35560,0:49.138.419,44.933 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35561,0:49.138.465,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35562,0:49.138.474,108.083 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35563,0:49.138.474,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35564,0:49.138.474,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35565,0:49.138.474,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35566,0:49.138.477,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35567,0:49.138.523,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35568,0:49.138.532,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35569,0:49.138.535,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35570,0:49.138.581,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35571,0:49.138.590,179.333 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35572,0:49.138.590,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35573,0:49.138.590,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35574,0:49.138.590,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35575,0:49.138.593,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35576,0:49.138.639,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35577,0:49.138.719,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35578,0:49.138.722,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35579,0:49.138.768,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35580,0:49.138.777,108.416 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35581,0:49.138.777,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35582,0:49.138.777,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35583,0:49.138.777,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35584,0:49.138.780,44.850 us,67 B,,02,02,               DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35585,0:49.138.826,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35586,0:49.138.835,2.083 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35587,0:49.138.839,44.850 us,67 B,,02,02,         DATA0 packet,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35588,0:49.138.885,750 ns,1 B,,02,02,         ACK packet,D2
2,FS,35589,0:49.138.893,108.166 us,64 B,,02,02,      OUT txn   [1 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35590,0:49.138.893,50.083 us,,,02,02,         [1 OUT-DATA-NAK],
4,FS,35591,0:49.138.893,50.083 us,64 B,,02,02,            OUT-DATA-NAK,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35592,0:49.138.893,2.083 us,3 B,,02,02,               OUT packet,E1 02 81
5,FS,35593,0:49.138.897,44.850 us,67 B,,02,02,               DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
5,FS,35594,0:49.138.943,750 ns,1 B,,02,02,               NAK packet,5A
3,FS,35595,0:49.138.951,2.166 us,3 B,,02,02,         OUT packet,E1 02 81
3,FS,35596,0:49.138.955,44.850 us,67 B,,02,02,         DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
3,FS,35597,0:49.139.001,750 ns,1 B,,02,02,         ACK packet,D2
